english,german,latin,system
posterior ethmoidal nerve,Hinterer Siebbeinnerv,Nervus ethmoidalis posterior,concept
posterior inferior cerebellar artery,Hintere untere Kleinhirnarterie,Arteria inferior posterior cerebelli,concept
posterior intercostal artery,Hintere Zwischenrippenarterie,Arteria intercostalis posterior,concept
posterior medial choroidal artery,Hintere mediale Aderhautarterie,Arteria choroidea posterior medialis,concept
posterior mediastinum,Hinterer Mittelfellraum,Mediastinum posterius,concept
posterior parietal artery,Hintere Scheitellappenarterie,Arteria parietalis posterior,concept
posterior part of anterior segmental artery,Hinterer Teil der vorderen Segmentarterie,Pars posterior arteriae segmentalis anterioris,concept
posterior part of pelvis,Hinterer Teil des Beckens,Pars posterior pelvis,concept
posterior part of posterior segmental artery,Hinterer Teil der hinteren Segmentarterie,Pars posterior arteriae segmentalis posterioris,concept
posterior part of superior temporal gyrus,Hinterer Teil des Gyrus temporalis superior,Pars posterior gyri temporalis superioris,concept
posterior sector of left liver,Hinterer Sektor der linken Leber,Sector posterior hepatis sinistri,concept
posterior sector of right liver,Hinterer Sektor der rechten Leber,Sector posterior hepatis dextri,concept
posterior segmental artery,Hintere Segmentarterie,Arteria segmentalis posterior,concept
posterior segmental bronchial tree,Hinterer Segmentbronchialbaum,Arbor bronchialis segmentalis posterior,concept
posterior segmental hepatic artery,Hintere Lebersegmentarterie,Arteria segmentalis hepatica posterior,concept
posterior segmental renal artery,Hintere Nierensegmentarterie,Arteria segmentalis renalis posterior,concept
posterior segmental vein,Hintere Segmentvene,Vena segmentalis posterior,concept
posterior suboccipital muscle,Hinterer Subokzipitalmuskel,Musculus suboccipitalis posterior,concept
posterior temporal branch of middle cerebral artery,Hinterer Schläfenast der mittleren Hirnarterie,Ramus temporalis posterior arteriae cerebri mediae,concept
posterior thoracic wall,Hintere Brustkorbwand,Paries thoracis posterior,concept
posterior tibial artery,Hintere Schienbeinarterie,Arteria tibialis posterior,concept
posterior tibial vein,Hintere Schienbeinvene,Vena tibialis posterior,concept
posterior tributary of right hepatic biliary tree,Hinterer Zufluss des rechten Gallengangsystems,Ramus posterior arboris biliaris dextri,concept
posterior ulnar recurrent artery,Hintere rückläufige Ellenarterie,Arteria recurrens ulnaris posterior,concept
posterior ventricular branch of right coronary artery,Hinterer Kammerast der rechten Koronararterie,Ramus ventricularis posterior arteriae coronariae dextrae,concept
posteromedial branch of callosomarginal artery,Posteromedialer Ast der Callosomarginalarterie,Ramus posteromedialis arteriae callosomarginalis,concept
posteromedial central branch of posterior cerebral artery,Posteromedialer zentraler Ast der hinteren Hirnarterie,Ramus centralis posteromedialis arteriae cerebri posterioris,concept
postvertebral muscle,Rückenmuskel,Musculus dorsi,concept
precentral gyrus,Vordere Zentralwindung,Gyrus precentralis,concept
precommunicating part of posterior cerebral artery,Präkommunikaler Teil der hinteren Hirnarterie,Pars precommunicalis arteriae cerebri posterioris,concept
precuneal branch of pericallosal artery,Precuneusast der Perikallosalarterie,Ramus precunealis arteriae pericallosae,concept
prefrontal artery,Präfrontalarterie,Arteria prefrontalis,concept
premolar tooth,Prämolar,Dens premolaris,concept
prevertebral muscle,Prävertebraler Muskel,Musculus prevertebralis,concept
process of organ,Fortsatz des Organs,Processus organi,concept
pronator quadratus,Viereckiger Einwärtsdreher,Musculus pronator quadratus,concept
proper palmar digital vein of index finger,Eigentliche Hohlhand-Fingervene des Zeigefingers,Vena digitalis palmaris propria indicis,concept
proper palmar digital vein of little finger,Eigentliche Hohlhand-Fingervene des Kleinfingers,Vena digitalis palmaris propria digiti minimi,concept
proper palmar digital vein of middle finger,Eigentliche Hohlhand-Fingervene des Mittelfingers,Vena digitalis palmaris propria digiti medii,concept
proper palmar digital vein of ring finger,Eigentliche Hohlhand-Fingervene des Ringfingers,Vena digitalis palmaris propria digiti anularis,concept
proximal carpal bone,Proximaler Handwurzelknochen,Os carpi proximale,concept
proximal phalanx of big toe,Grundphalanx der Großzehe,Phalanx proximalis hallucis,concept
proximal phalanx of fourth toe,Grundphalanx der vierten Zehe,Phalanx proximalis digiti quarti pedis,concept
proximal phalanx of index finger,Grundphalanx des Zeigefingers,Phalanx proximalis indicis,concept
proximal phalanx of little finger,Grundphalanx des Kleinfingers,Phalanx proximalis digiti minimi manus,concept
proximal phalanx of little toe,Grundphalanx der Kleinzehe,Phalanx proximalis digiti minimi pedis,concept
proximal phalanx of middle finger,Grundphalanx des Mittelfingers,Phalanx proximalis digiti medii,concept
proximal phalanx of ring finger,Grundphalanx des Ringfingers,Phalanx proximalis digiti anularis,concept
proximal phalanx of second toe,Grundphalanx der zweiten Zehe,Phalanx proximalis digiti secundi pedis,concept
proximal phalanx of third toe,Grundphalanx der dritten Zehe,Phalanx proximalis digiti tertii pedis,concept
proximal phalanx of thumb,Grundphalanx des Daumens,Phalanx proximalis pollicis,concept
psoas major,Großer Lendenmuskel,Musculus psoas major,concept
pterygomandibular raphe,Flügel-Unterkiefer-Naht,Raphe pterygomandibularis,concept
pubococcygeus,Schambein-Steißbein-Muskel,Musculus pubococcygeus,concept
puborectalis,Schambein-Mastdarm-Muskel,Musculus puborectalis,concept
pulmonary arterial tree,Lungenarterienbaum,Arbor arteriosa pulmonalis,concept
pulmonary arterial trunk,Lungenarterienstamm,Truncus pulmonalis,concept
pulmonary artery,Lungenarterie,Arteria pulmonalis,concept
pulmonary segment of bronchial tree,Lungensegment des Bronchialbaums,Segmentum pulmonale arboris bronchialis,concept
pulmonary valve,Pulmonalklappe,Valva trunci pulmonalis,concept
pulmonary vascular system,Lungengefäßsystem,Systema vasorum pulmonalium,concept
pulmonary vein,Lungenvene,Vena pulmonalis,concept
pulmonary venous tree organ,Lungenvenenbaum,Arbor venosa pulmonalis,concept
putamen,Putamen,Putamen,concept
quadratus femoris,Viereckiger Schenkelmuskel,Musculus quadratus femoris,concept
radial artery,Speichenarterie,Arteria radialis,concept
radial collateral artery,Speichenseitige Kollateralarterie,Arteria collateralis radialis,concept
radial recurrent artery,Rückläufige Speichenarterie,Arteria recurrens radialis,concept
radial vein,Speichenvene,Vena radialis,concept
radius,Speiche,Radius,concept
rectus capitis anterior,Vorderer gerader Kopfmuskel,Musculus rectus capitis anterior,concept
rectus capitis lateralis,Seitlicher gerader Kopfmuskel,Musculus rectus capitis lateralis,concept
rectus capitis posterior major,Großer hinterer gerader Kopfmuskel,Musculus rectus capitis posterior major,concept
rectus capitis posterior minor,Kleiner hinterer gerader Kopfmuskel,Musculus rectus capitis posterior minor,concept
rectus femoris,Gerader Schenkelmuskel,Musculus rectus femoris,concept
recurrent interosseous artery,Rückläufige Zwischenknochenarterie,Arteria interossea recurrens,concept
region of anterior sector of left liver (in-vivo),Region des vorderen Sektors der linken Leber (in vivo),Regio sectoris anterioris hepatis (in vivo) sinistri,concept
region of anterior sector of right liver (in-vivo),Region des vorderen Sektors der rechten Leber (in vivo),Regio sectoris anterioris hepatis (in vivo) dextri,concept
region of cerebral cortex,Region der Großhirnrinde,Regio corticis cerebri,concept
region of cerebral white matter,Region der weißen Substanz des Großhirns,Regio substantiae albae cerebri,concept
region of ciliary body,Region des Ziliarkörpers,Regio corporis ciliaris,concept
region of dura mater,Region der harten Hirnhaut,Regio durae matris,concept
region of lateral papillary muscle of left ventricle,Region des seitlichen Papillarmuskels der linken Herzkammer,Regio musculi papillaris lateralis ventriculi sinistri,concept
region of layer of wall of eyeball,Region der Schicht der Augapfelwand,Regio tunicae bulbi oculi,concept
region of organ component,Region der Organkomponente,Regio componentis organi,concept
region of papillary muscle,Region des Papillarmuskels,Regio musculi papillaris,concept
region of papillary muscle of left ventricle,Region des Papillarmuskels der linken Herzkammer,Regio musculi papillaris ventriculi sinistri,concept
region of peritoneum,Region des Bauchfells,Regio peritonei,concept
region of posterior sector of right liver (in-vivo),Region des hinteren Sektors der rechten Leber (in vivo),Regio sectoris posterioris hepatis (in vivo) dextri,concept
region of retina,Region der Netzhaut,Regio retinae,concept
region of serous membrane,Region der serösen Haut,Regio tunicae serosae,concept
region of vascular layer of eyeball,Region der Gefäßhaut des Augapfels,Regio tunicae vasculosae bulbi,concept
region of vascular tree organ,Region des Gefäßbaums,Regio arboris vascularis,concept
region of ventricular system of brain,Region des Ventrikelsystems des Gehirns,Regio systematis ventricularis encephali,concept
region of ventricular system of neuraxis,Region des Ventrikelsystems der Neuraxis,Regio systematis ventricularis neuraxis,concept
region of visceral peritoneum,Region des viszeralen Bauchfells,Regio peritonei visceralis,concept
region of wall of heart,Region der Herzwand,Regio parietis cordis,concept
region of wall of ventricular system of neuraxis,Region der Wand des Ventrikelsystems der Neuraxis,Regio parietis systematis ventricularis neuraxis,concept
renal artery,Nierenarterie,Arteria renalis,concept
renal vein,Nierenvene,Vena renalis,concept
respiratory system,Atmungssystem,Systema respiratorium,concept
respiratory tract,Atemwege,Tractus respiratorius,concept
retinaculum,Halteband,Retinaculum,concept
rhomboid major,Großer Rautenmuskel,Musculus rhomboideus major,concept
rhomboid minor,Kleiner Rautenmuskel,Musculus rhomboideus minor,concept
rib,Rippe,Costa,concept
rib cage,Brustkorbskelett,Cavea thoracis,concept
right anterior basal bronchopulmonary segment,Rechtes vorderes basales Lungensegment,Segmentum bronchopulmonale basale anterius dextrum,concept
right anterior basal segmental artery,Rechte vordere basale Segmentarterie,Arteria segmentalis basalis anterior dextra,concept
right anterior branch of anterior interventricular branch of left coronary artery,Rechter vorderer Ast des vorderen Zwischenkammerastes der linken Koronararterie,Ramus anterior dexter rami interventricularis anterioris arteriae coronariae sinistrae,concept
right anterior bronchopulmonary segment,Rechtes vorderes Lungensegment,Segmentum bronchopulmonale anterius dextrum,concept
right apical bronchopulmonary segment,Rechtes apikales Lungensegment,Segmentum bronchopulmonale apicale dextrum,concept
right apical segmental artery,Rechte apikale Segmentarterie,Arteria segmentalis apicalis dextra,concept
right apical segmental vein,Rechte apikale Segmentvene,Vena segmentalis apicalis dextra,concept
right archicortex,Rechter Archikortex,Archicortex dexter,concept
right arm,Rechter Oberarm,Brachium dextrum,concept
right atrium,Rechter Vorhof,Atrium dextrum,concept
right basal segmental artery,Rechte basale Segmentarterie,Arteria segmentalis basalis dextra,concept
right big toe,Rechte Großzehe,Hallux dexter,concept
right bony pectoral girdle,Rechter knöcherner Schultergürtel,Cingulum pectorale osseum dextrum,concept
right bronchial tree,Rechter Bronchialbaum,Arbor bronchialis dextra,concept
right cerebral hemisphere,Rechte Großhirnhemisphäre,Hemispherium cerebri dextrum,concept
right cheek,Rechte Wange,Bucca dextra,concept
right common basal vein,Rechte gemeinsame Basalvene,Vena basalis communis dextra,concept
right coronary artery,Rechte Koronararterie,Arteria coronaria dextra,concept
right costocervical artery,Rechter Rippen-Hals-Stamm,Truncus costocervicalis dexter,concept
right deep femoral artery,Rechte tiefe Oberschenkelarterie,Arteria profunda femoris dextra,concept
right eye,Rechtes Auge,Oculus dexter,concept
right eyeball,Rechter Augapfel,Bulbus oculi dexter,concept
right foot,Rechter Fuß,Pes dexter,concept
right foot proper,Rechter eigentlicher Fuß,Pes proprius dexter,concept
right forearm,Rechter Unterarm,Antebrachium dextrum,concept
right fourth toe,Rechte vierte Zehe,Digitus quartus pedis dexter,concept
right free lower limb,Rechte freie untere Gliedmaße,Pars libera membri inferioris dextra,concept
right free upper limb,Rechte freie obere Gliedmaße,Pars libera membri superioris dextra,concept
right frontal lobe,Rechter Stirnlappen,Lobus frontalis dexter,concept
right hand,Rechte Hand,Manus dextra,concept
right hand proper,Rechte eigentliche Hand,Manus propria dextra,concept
right hemiliver,Rechte Leberhälfte,Hemihepar dextrum,concept
right hepatic artery,Rechte Leberarterie,Arteria hepatica dextra,concept
right hepatic biliary tree,Rechtes Gallengangsystem der Leber,Arbor biliaris hepatis dextra,concept
right hip,Rechte Hüfte,Coxa dextra,concept
right hippocampal formation,Rechte Hippocampusformation,Formatio hippocampi dextra,concept
right index finger,Rechter Zeigefinger,Index dexter,concept
right inferior basal vein,Rechte untere Basalvene,Vena basalis inferior dextra,concept
right knee,Rechtes Knie,Genu dextrum,concept
right lacrimal apparatus,Rechter Tränenapparat,Apparatus lacrimalis dexter,concept
right lacrimal duct,Rechter Tränengang,Ductus lacrimalis dexter,concept
right lateral basal bronchopulmonary segment,Rechtes seitliches basales Lungensegment,Segmentum bronchopulmonale basale laterale dextrum,concept
right lateral basal segmental artery,Rechte seitliche basale Segmentarterie,Arteria segmentalis basalis lateralis dextra,concept
right lateral chest wall,Rechte seitliche Brustwand,Paries pectoris lateralis dexter,concept
right lateral superficial chest wall,Rechte seitliche oberflächliche Brustwand,Paries pectoris superficialis lateralis dexter,concept
right lateral wall of internal nose,Rechte Seitenwand der inneren Nase,Paries lateralis dexter nasi interni,concept
right leg,Rechter Unterschenkel,Crus dextrum,concept
right limbic lobe,Rechter limbischer Lappen,Lobus limbicus dexter,concept
right little finger,Rechter Kleinfinger,Digitus minimus manus dexter,concept
right little toe,Rechte Kleinzehe,Digitus minimus pedis dexter,concept
right lobe of liver,Rechter Leberlappen,Lobus hepatis dexter,concept
right lower eyelid,Rechtes Unterlid,Palpebra inferior dextra,concept
right lower limb,Rechte untere Gliedmaße,Membrum inferius dextrum,concept
right lower lobar artery,Rechte untere Lappenarterie,Arteria lobaris inferior dextra,concept
right lung,Rechte Lunge,Pulmo dexter,concept
right main bronchus,Rechter Hauptbronchus,Bronchus principalis dexter,concept
right medial basal bronchopulmonary segment,Rechtes mediales basales Lungensegment,Segmentum bronchopulmonale basale mediale dextrum,concept
right middle cerebral artery,Rechte mittlere Hirnarterie,Arteria cerebri media dextra,concept
right middle finger,Rechter Mittelfinger,Digitus medius dexter,concept
right orbit,Rechte Augenhöhle,Orbita dextra,concept
right orbital compartment,Rechtes Augenhöhlenkompartiment,Compartimentum orbitale dextrum,concept
right orbital content,Inhalt der rechten Augenhöhle,Contentum orbitae dextrae,concept
right parietal lobe,Rechter Scheitellappen,Lobus parietalis dexter,concept
right parietal part of head,Rechte Scheitelregion des Kopfes,Pars parietalis dextra capitis,concept
right pectoral girdle,Rechter Schultergürtel,Cingulum pectorale dextrum,concept
right pectoral part of chest,Rechte Brustregion,Pars pectoralis dextra pectoris,concept
right pectoralis major,Rechter großer Brustmuskel,Musculus pectoralis major dexter,concept
right pelvic girdle,Rechter Beckengürtel,Cingulum pelvicum dextrum,concept
right pontine artery,Rechte Brückenarterie,Arteria pontis dextra,concept
right posterior basal bronchopulmonary segment,Rechtes hinteres basales Lungensegment,Segmentum bronchopulmonale basale posterius dextrum,concept
right posterior basal segmental artery,Rechte hintere basale Segmentarterie,Arteria segmentalis basalis posterior dextra,concept
right posterior bronchopulmonary segment,Rechtes hinteres Lungensegment,Segmentum bronchopulmonale posterius dextrum,concept
right posterior cerebral artery,Rechte hintere Hirnarterie,Arteria cerebri posterior dextra,concept
right posterior choroidal artery,Rechte hintere Aderhautarterie,Arteria choroidea posterior dextra,concept
right posterior segmental artery,Rechte hintere Segmentarterie,Arteria segmentalis posterior dextra,concept
right prefrontal cortex,Rechter präfrontaler Kortex,Cortex prefrontalis dexter,concept
right pulmopleural compartment,Rechtes Lungen-Pleura-Kompartiment,Compartimentum pulmopleurale dextrum,concept
right ring finger,Rechter Ringfinger,Digitus anularis dexter,concept
right second toe,Rechte zweite Zehe,Digitus secundus pedis dexter,concept
right shoulder,Rechte Schulter,Regio deltoidea dextra,concept
right side of bony pelvis,Rechte Hälfte des knöchernen Beckens,Latus dextrum pelvis osseae,concept
right side of heart,Rechte Herzhälfte,Latus cordis dextrum,concept
right side of internal nose,Rechte Seite der inneren Nase,Latus nasi interni dextrum,concept
right side of rib cage,Rechte Hälfte des Brustkorbskeletts,Latus dextrum caveae thoracis,concept
right superior basal vein,Rechte obere Basalvene,Vena basalis superior dextra,concept
right superior bronchopulmonary segment,Rechtes oberes Lungensegment,Segmentum bronchopulmonale superius dextrum,concept
right superior segmental artery,Rechte obere Segmentarterie,Arteria segmentalis superior dextra,concept
right temporal lobe,Rechter Schläfenlappen,Lobus temporalis dexter,concept
right thigh,Rechter Oberschenkel,Femur dextrum,concept
right third toe,Rechte dritte Zehe,Digitus tertius pedis dexter,concept
right thoraco-acromial artery,Rechte Brust-Schulterhöhen-Arterie,Arteria thoracoacromialis dextra,concept
right thumb,Rechter Daumen,Pollex dexter,concept
right thyrocervical artery,Rechter Schilddrüsen-Hals-Stamm,Truncus thyrocervicalis dexter,concept
right upper eyelid,Rechtes Oberlid,Palpebra superior dextra,concept
right upper limb,Rechte obere Gliedmaße,Membrum superius dextrum,concept
right upper lobar vein,Rechte obere Lappenvene,Vena lobaris superior dextra,concept
right upper urinary tract,Rechte obere Harnwege,Tractus urinarius superior dexter,concept
right ventricle,Rechte Herzkammer,Ventriculus dexter,concept
right wrist,Rechtes Handgelenk,Carpus dexter,concept
root of nose,Nasenwurzel,Radix nasi,concept
rotator muscle,Drehmuskel,Musculus rotator,concept
salivary gland,Speicheldrüse,Glandula salivaria,concept
salpingopharyngeus,Tuben-Rachen-Muskel,Musculus salpingopharyngeus,concept
sartorius,Schneidermuskel,Musculus sartorius,concept
scalene muscle,Treppenmuskel,Musculus scalenus,concept
scalenus anterior,Vorderer Treppenmuskel,Musculus scalenus anterior,concept
scalenus medius,Mittlerer Treppenmuskel,Musculus scalenus medius,concept
scalenus posterior,Hinterer Treppenmuskel,Musculus scalenus posterior,concept
scaphoid,Kahnbein,Os scaphoideum,concept
scapula,Schulterblatt,Scapula,concept
scapular part of left pectoral girdle,Schulterblattteil des linken Schultergürtels,Pars scapularis cinguli pectoralis sinistri,concept
scapular part of right pectoral girdle,Schulterblattteil des rechten Schultergürtels,Pars scapularis cinguli pectoralis dextri,concept
sclera,Lederhaut,Sclera,concept
second common palmar digital artery,Zweite gemeinsame Hohlhand-Fingerarterie,Arteria digitalis palmaris communis secunda,concept
second costal cartilage,Zweiter Rippenknorpel,Cartilago costalis secunda,concept
second lumbar intervertebral symphysis,Zweite Lendenwirbel-Zwischenwirbelsymphyse,Symphysis intervertebralis lumbalis secunda,concept
second lumbrical of foot,Zweiter Spulmuskel des Fußes,Musculus lumbricalis secundus pedis,concept
second metacarpal bone,Zweiter Mittelhandknochen,Os metacarpale secundum,concept
second metatarsal bone,Zweiter Mittelfußknochen,Os metatarsale secundum,concept
second plantar interosseous of foot,Zweiter Sohlenzwischenknochenmuskel des Fußes,Musculus interosseus plantaris secundus pedis,concept
second posterior intercostal artery,Zweite hintere Zwischenrippenarterie,Arteria intercostalis posterior secunda,concept
second rib,Zweite Rippe,Costa secunda,concept
second thoracic intervertebral symphysis,Zweite Brustwirbel-Zwischenwirbelsymphyse,Symphysis intervertebralis thoracica secunda,concept
secondary canine tooth,Bleibender Eckzahn,Dens caninus permanens,concept
secondary incisor tooth,Bleibender Schneidezahn,Dens incisivus permanens,concept
secondary molar tooth,Bleibender Molar,Dens molaris permanens,concept
segment of anterior tibial artery,Segment der vorderen Schienbeinarterie,Segmentum arteriae tibialis anterioris,concept
segment of aorta,Segment der Aorta,Segmentum aortae,concept
segment of arterial tree organ,Segment des Arterienbaums,Segmentum arboris arteriosae,concept
segment of arterial trunk,Segment des Arterienstamms,Segmentum trunci arteriosi,concept
segment of artery,Segment der Arterie,Segmentum arteriae,concept
segment of biliary tree,Segment des Gallengangsystems,Segmentum arboris biliaris,concept
segment of brain,Segment des Gehirns,Segmentum encephali,concept
segment of bronchial tree,Segment des Bronchialbaums,Segmentum arboris bronchialis,concept
segment of cerebral hemisphere,Segment der Großhirnhemisphäre,Segmentum hemispherii cerebri,concept
segment of colon,Segment des Grimmdarms,Segmentum coli,concept
segment of forebrain,Segment des Vorderhirns,Segmentum prosencephali,concept
segment of gyrus of cerebral hemisphere,Segment der Großhirnwindung,Segmentum gyri hemispherii cerebri,concept
segment of hindbrain,Segment des Rautenhirns,Segmentum rhombencephali,concept
segment of lacrimal duct,Segment des Tränengangs,Segmentum ductus lacrimalis,concept
segment of large intestine,Segment des Dickdarms,Segmentum intestini crassi,concept
segment of left hepatic biliary tree,Segment des linken Gallengangsystems der Leber,Segmentum arboris biliaris hepatis sinistrae,concept
segment of liver,Segment der Leber,Segmentum hepatis,concept
segment of metencephalon,Segment des Hinterhirns,Segmentum metencephali,concept
segment of midbrain,Segment des Mittelhirns,Segmentum mesencephali,concept
segment of midbrain tectum,Segment des Mittelhirndachs,Segmentum tecti mesencephali,concept
segment of neural tree organ,Segment des Nervenbaumorgans,Segmentum organi arboris nervosae,concept
segment of neuraxis,Segment der Neuraxis,Segmentum neuraxis,concept
segment of renal artery,Segment der Nierenarterie,Segmentum arteriae renalis,concept
segment of right hepatic biliary tree,Segment des rechten Gallengangsystems der Leber,Segmentum arboris biliaris hepatis dextrae,concept
segment of subclavian artery,Segment der Unterschlüsselbeinarterie,Segmentum arteriae subclaviae,concept
segment of systemic artery,Segment der Körperkreislaufarterie,Segmentum arteriae systemicae,concept
segment of telencephalon,Segment des Endhirns,Segmentum telencephali,concept
segment of thoracic aorta,Segment der Brustaorta,Segmentum aortae thoracicae,concept
segment of tracheobronchial tree,Segment des Tracheobronchialbaums,Segmentum arboris tracheobronchialis,concept
segment of venous tree organ,Segment des Venenbaums,Segmentum arboris venosae,concept
segment of white matter of neuraxis,Segment der weißen Substanz der Neuraxis,Segmentum substantiae albae neuraxis,concept
segmental pulmonary artery,Segmentale Lungenarterie,Arteria pulmonalis segmentalis,concept
segmental pulmonary vein,Segmentale Lungenvene,Vena pulmonalis segmentalis,concept
segmental renal artery,Nierensegmentarterie,Arteria segmentalis renalis,concept
segmental tributary of left hepatic biliary tree,Segmentzufluss des linken Gallengangsystems,Ramus segmentalis arboris biliaris sinistri,concept
segmental tributary of right hepatic biliary tree,Segmentzufluss des rechten Gallengangsystems,Ramus segmentalis arboris biliaris dextri,concept
semimembranosus,Plattsehnenmuskel,Musculus semimembranosus,concept
seminal vesicle,Samenblase,Glandula vesiculosa,concept
semispinalis,Halbdornmuskel,Musculus semispinalis,concept
semispinalis capitis,Halbdornmuskel des Kopfes,Musculus semispinalis capitis,concept
semispinalis cervicis,Halbdornmuskel des Halses,Musculus semispinalis cervicis,concept
semispinalis thoracis,Halbdornmuskel des Brustkorbs,Musculus semispinalis thoracis,concept
semitendinosus,Halbsehnenmuskel,Musculus semitendinosus,concept
septal branch of right posterior interventricular artery,Septumast der rechten hinteren Zwischenkammerarterie,Ramus septalis arteriae interventricularis posterioris dextrae,concept
septum of internal nose,Septum der inneren Nase,Septum nasi interni,concept
septum of neuraxis,Septum der Neuraxis,Septum neuraxis,concept
serratus anterior,Vorderer Sägemuskel,Musculus serratus anterior,concept
serratus posterior,Hinterer Sägemuskel,Musculus serratus posterior,concept
serratus posterior inferior,Hinterer unterer Sägemuskel,Musculus serratus posterior inferior,concept
serratus posterior superior,Hinterer oberer Sägemuskel,Musculus serratus posterior superior,concept
sesamoid bone,Sesambein,Os sesamoideum,concept
sesamoid bone of foot,Sesambein des Fußes,Os sesamoideum pedis,concept
set of arteries,Arterien,Arteriae,concept
set of cervical vertebrae,Halswirbel,Vertebrae cervicales,concept
set of dorsal interossei of hand,Rückseitige Zwischenknochenmuskeln der Hand,Musculi interossei dorsales manus,concept
set of facial hairs,Gesichtshaare,Pili faciei,concept
set of hairs,Haare,Pili,concept
set of heterogeneous clusters,Heterogene Cluster,Aggregata heterogenea,concept
set of levatores costarum breves,Kurze Rippenheber,Musculi levatores costarum breves,concept
set of levatores costarum longi,Lange Rippenheber,Musculi levatores costarum longi,concept
set of lumbar vertebrae,Lendenwirbel,Vertebrae lumbales,concept
set of lumbricals of hand,Spulmuskeln der Hand,Musculi lumbricales manus,concept
set of organ parts,Organteile,Partes organorum,concept
set of organ regions,Organregionen,Regiones organorum,concept
set of organs,Organe,Organa,concept
set of palmar interossei of hand,Hohlhandseitige Zwischenknochenmuskeln der Hand,Musculi interossei palmares manus,concept
set of thoracic vertebrae,Brustwirbel,Vertebrae thoracicae,concept
set of veins,Venen,Venae,concept
seventh cervical intervertebral symphysis,Siebte Halswirbel-Zwischenwirbelsymphyse,Symphysis intervertebralis cervicalis septima,concept
seventh costal cartilage,Siebter Rippenknorpel,Cartilago costalis septima,concept
seventh rib,Siebte Rippe,Costa septima,concept
seventh thoracic intervertebral symphysis,Siebte Brustwirbel-Zwischenwirbelsymphyse,Symphysis intervertebralis thoracica septima,concept
short bone,Kurzer Knochen,Os breve,concept
short head of biceps brachii,Kurzer Kopf des zweiköpfigen Oberarmmuskels,Caput breve musculi bicipitis brachii,concept
short head of biceps femoris,Kurzer Kopf des zweiköpfigen Schenkelmuskels,Caput breve musculi bicipitis femoris,concept
sixth cervical intervertebral symphysis,Sechste Halswirbel-Zwischenwirbelsymphyse,Symphysis intervertebralis cervicalis sexta,concept
sixth costal cartilage,Sechster Rippenknorpel,Cartilago costalis sexta,concept
sixth rib,Sechste Rippe,Costa sexta,concept
sixth thoracic intervertebral symphysis,Sechste Brustwirbel-Zwischenwirbelsymphyse,Symphysis intervertebralis thoracica sexta,concept
skeletal ligament,Skelettband,Ligamentum skeletale,concept
skeletal system,Skelettsystem,Systema skeletale,concept
skeletal system of thorax,Skelettsystem des Brustkorbs,Systema skeletale thoracis,concept
skeletal system of trunk,Skelettsystem des Rumpfes,Systema skeletale trunci,concept
skeleton (in vivo),Skelett (in vivo),Skeleton (in vivo),concept
skeleton of left hand proper,Skelett der linken eigentlichen Hand,Sceletum manus propriae sinistrae,concept
skeleton of left pectoral girdle,Skelett des linken Schultergürtels,Sceletum cinguli pectoralis sinistri,concept
skeleton of mouth,Skelett des Mundes,Sceletum oris,concept
skeleton of nasal septum,Skelett der Nasenscheidewand,Sceletum septi nasi,concept
skeleton of right hand proper,Skelett der rechten eigentlichen Hand,Sceletum manus propriae dextrae,concept
skeleton of right pectoral girdle,Skelett des rechten Schultergürtels,Sceletum cinguli pectoralis dextri,concept
skin appendage,Hautanhangsgebilde,Appendix cutis,concept
skull,Schädel,Cranium,concept
small intestine,Dünndarm,Intestinum tenue,concept
small saphenous vein,Kleine Rosenvene,Vena saphena parva,concept
soft palate,Weicher Gaumen,Palatum molle,concept
soleus,Schollenmuskel,Musculus soleus,concept
solid organ,Solides Organ,Organum solidum,concept
space of compartment of head,Raum des Kompartiments des Kopfes,Spatium compartimenti capitis,concept
sphenoid part of middle cerebral artery,Sphenoidaler Teil der mittleren Hirnarterie,Pars sphenoidalis arteriae cerebri mediae,concept
spinal cord,Rückenmark,Medulla spinalis,concept
spinal part of deltoid,Grätenanteil des Deltamuskels,Pars spinalis musculi deltoidei,concept
spinalis thoracis,Dornmuskel des Brustkorbs,Musculus spinalis thoracis,concept
splenial artery,Spleniumarterie,Arteria splenialis,concept
splenius,Riemenmuskel,Musculus splenius,concept
splenius capitis,Riemenmuskel des Kopfes,Musculus splenius capitis,concept
splenius cervicis,Riemenmuskel des Halses,Musculus splenius cervicis,concept
sternal part of chest,Brustbeinteil der Brust,Pars sternalis pectoris,concept
sternocleidomastoid,Kopfwender,Musculus sternocleidomastoideus,concept
sternocostal part of pectoralis major,Brustbein-Rippen-Anteil des großen Brustmuskels,Pars sternocostalis musculi pectoralis majoris,concept
sternohyoid,Brustbein-Zungenbein-Muskel,Musculus sternohyoideus,concept
sternothyroid,Brustbein-Schildknorpel-Muskel,Musculus sternothyroideus,concept
sternum,Brustbein,Sternum,concept
straight part of cricothyroid,Gerader Anteil des Ringknorpel-Schildknorpel-Muskels,Pars recta musculi cricothyroidei,concept
stria medullaris of thalamus,Markstreifen des Thalamus,Stria medullaris thalami,concept
stria of neuraxis,Streifen der Neuraxis,Stria neuraxis,concept
stria of telencephalon,Streifen des Endhirns,Stria telencephali,concept
stylohyoid,Griffel-Zungenbein-Muskel,Musculus stylohyoideus,concept
